file,n_vars,n_clauses,error,LCG_orc_mean,LCG_orc_std,LCG_orc_min,LCG_orc_max,LCG_orc_median,LCG_bfc_mean,LCG_bfc_std,LCG_bfc_min,LCG_bfc_max,LCG_bfc_median,LCG_n_nodes,LCG_n_edges,LCG_mean_edge_weight,VCG_orc_mean,VCG_orc_std,VCG_orc_min,VCG_orc_max,VCG_orc_median,VCG_bfc_mean,VCG_bfc_std,VCG_bfc_min,VCG_bfc_max,VCG_bfc_median,VCG_n_nodes,VCG_n_edges,VCG_mean_edge_weight,LCG_BRIDGE_orc_mean,LCG_BRIDGE_orc_std,LCG_BRIDGE_orc_min,LCG_BRIDGE_orc_max,LCG_BRIDGE_orc_median,LCG_BRIDGE_bfc_mean,LCG_BRIDGE_bfc_std,LCG_BRIDGE_bfc_min,LCG_BRIDGE_bfc_max,LCG_BRIDGE_bfc_median,LCG_BRIDGE_n_nodes,LCG_BRIDGE_n_edges,LCG_BRIDGE_mean_edge_weight,LCG_COOC_orc_mean,LCG_COOC_orc_std,LCG_COOC_orc_min,LCG_COOC_orc_max,LCG_COOC_orc_median,LCG_COOC_bfc_mean,LCG_COOC_bfc_std,LCG_COOC_bfc_min,LCG_COOC_bfc_max,LCG_COOC_bfc_median,LCG_COOC_n_nodes,LCG_COOC_n_edges,LCG_COOC_mean_edge_weight,WLIG_orc_mean,WLIG_orc_std,WLIG_orc_min,WLIG_orc_max,WLIG_orc_median,WLIG_bfc_mean,WLIG_bfc_std,WLIG_bfc_min,WLIG_bfc_max,WLIG_bfc_median,WLIG_n_nodes,WLIG_n_edges,WLIG_mean_edge_weight,LCG_SPLIT_s0_orc_mean,LCG_SPLIT_s0_orc_std,LCG_SPLIT_s0_orc_min,LCG_SPLIT_s0_orc_max,LCG_SPLIT_s0_orc_median,LCG_SPLIT_s0_bfc_mean,LCG_SPLIT_s0_bfc_std,LCG_SPLIT_s0_bfc_min,LCG_SPLIT_s0_bfc_max,LCG_SPLIT_s0_bfc_median,LCG_SPLIT_s0_n_nodes,LCG_SPLIT_s0_n_edges,LCG_SPLIT_s0_mean_edge_weight,LCG_SPLIT_s5_orc_mean,LCG_SPLIT_s5_orc_std,LCG_SPLIT_s5_orc_min,LCG_SPLIT_s5_orc_max,LCG_SPLIT_s5_orc_median,LCG_SPLIT_s5_bfc_mean,LCG_SPLIT_s5_bfc_std,LCG_SPLIT_s5_bfc_min,LCG_SPLIT_s5_bfc_max,LCG_SPLIT_s5_bfc_median,LCG_SPLIT_s5_n_nodes,LCG_SPLIT_s5_n_edges,LCG_SPLIT_s5_mean_edge_weight,LCG_SPLIT_s10_orc_mean,LCG_SPLIT_s10_orc_std,LCG_SPLIT_s10_orc_min,LCG_SPLIT_s10_orc_max,LCG_SPLIT_s10_orc_median,LCG_SPLIT_s10_bfc_mean,LCG_SPLIT_s10_bfc_std,LCG_SPLIT_s10_bfc_min,LCG_SPLIT_s10_bfc_max,LCG_SPLIT_s10_bfc_median,LCG_SPLIT_s10_n_nodes,LCG_SPLIT_s10_n_edges,LCG_SPLIT_s10_mean_edge_weight,LCG_SPLIT_s20_orc_mean,LCG_SPLIT_s20_orc_std,LCG_SPLIT_s20_orc_min,LCG_SPLIT_s20_orc_max,LCG_SPLIT_s20_orc_median,LCG_SPLIT_s20_bfc_mean,LCG_SPLIT_s20_bfc_std,LCG_SPLIT_s20_bfc_min,LCG_SPLIT_s20_bfc_max,LCG_SPLIT_s20_bfc_median,LCG_SPLIT_s20_n_nodes,LCG_SPLIT_s20_n_edges,LCG_SPLIT_s20_mean_edge_weight
00123.cnf,16,77,,-0.36386427337844346,0.11235691747208332,-0.657692307692308,-0.06666666666666665,-0.3666666666666667,-0.9282914791011958,0.22551987687720473,-1.6515151515151514,-0.1333333333333333,-0.9333333333333333,109,247,,-0.34526703455274876,0.1165641638753381,-0.6190476190476184,-0.06666666666666687,-0.33333333333333326,-0.9859378881700311,0.12855995100691395,-1.2380952380952381,-0.4761904761904763,-1.0000000000000002,93,231,,-0.42761340903485545,0.12178546317999894,-0.8340909090909088,-0.08333333333333326,-0.4166666666666665,-0.9598458067285998,0.27154445205493616,-1.7181818181818183,-0.5,-0.9166666666666667,186,401,,-0.02748371649315043,0.06954599827706179,-0.2250000000000001,0.1515151515151516,-0.03321078431372537,-0.5474141949978059,0.2606485432911194,-1.2722222222222221,-0.06666666666666665,-0.42666666666666686,109,424,,0.1976646783850174,0.05129795536320968,-0.019230769230769162,0.3301282051282053,0.19545454545454555,-0.31085351191034144,0.3192978712343101,-1.1095238095238096,0.6025641025641026,-0.3392857142857144,32,177,1.305084745762712,-0.36386427337844346,0.11235691747208332,-0.657692307692308,-0.06666666666666665,-0.3666666666666667,-0.9282914791011958,0.22551987687720473,-1.6515151515151514,-0.1333333333333333,-0.9333333333333333,109,247,,-0.35451486233499396,0.1542846192961428,-0.6529411764705886,0.25,-0.3725490196078429,-0.908819181573482,0.26353395913132405,-1.6823529411764706,0.0,-0.9333333333333333,124,277,,-0.3429912269608571,0.18094294795909527,-0.6529411764705886,0.25,-0.3809523809523807,-0.89506497154035,0.28854766945101407,-1.7032967032967032,0.0,-0.9333333333333333,139,307,,-0.3271049087686369,0.21399557589711396,-0.6787330316742082,0.25,-0.38888888888888884,-0.8785846172847296,0.3216880990111504,-1.7285067873303168,0.0,-0.9444444444444444,169,367,
00148.cnf,22,101,,-0.4382385435077743,0.09731981032238433,-0.69047619047619,-0.16666666666666652,-0.45238095238095233,-1.00938179768949,0.19142354172018727,-1.5961538461538463,-0.5,-1.0476190476190477,145,325,,-0.4390371174871373,0.09136945749885403,-0.6140350877192986,-0.1282051282051282,-0.4444444444444442,-0.9705631229636534,0.12012746970946118,-1.2280701754385965,-0.4761904761904763,-0.9743589743589745,123,303,,-0.46740346676304934,0.12866818900844848,-0.8015873015873014,-0.16666666666666652,-0.4583333333333335,-1.0071938287308306,0.29145913804944296,-1.6349206349206349,-0.5,-1.0,246,527,,-0.059813970295845544,0.06538619962311602,-0.30000000000000027,0.16666666666666663,-0.06410256410256387,-0.624361809573835,0.30220006733619725,-1.568,-0.06666666666666665,-0.4901960784313725,145,592,,0.15079577881544182,0.05503582959125617,-0.033333333333333215,0.2857142857142858,0.15109890109890112,-0.4957449655179056,0.2824046240177978,-1.1893939393939394,0.357142857142857,-0.5056818181818183,44,267,1.1348314606741574,-0.4382385435077743,0.09731981032238433,-0.69047619047619,-0.16666666666666652,-0.45238095238095233,-1.00938179768949,0.19142354172018727,-1.5961538461538463,-0.5,-1.0476190476190477,145,325,,-0.42301690608213965,0.14586892823735823,-0.675438596491228,0.25,-0.45238095238095255,-0.987757096704465,0.23992591399536514,-1.5961538461538463,0.0,-1.0476190476190477,160,355,,-0.40944046213526736,0.17644027089757194,-0.6833333333333333,0.25,-0.45238095238095255,-0.9701778452427803,0.2744833818987148,-1.6388888888888888,0.0,-1.0454545454545454,175,385,,-0.38988962972109037,0.21370857153423176,-0.7071428571428569,0.25,-0.46666666666666656,-0.9446415320010826,0.3167606122973972,-1.6590909090909092,0.0,-1.0,205,445,
00155.cnf,28,125,,-0.45121531005526044,0.10037068849894257,-0.7321428571428568,-0.16666666666666652,-0.45833333333333326,-1.011503894506376,0.18116315155809617,-1.6111111111111112,-0.4761904761904763,-1.0,181,403,,-0.4606585607947837,0.09289410103168516,-0.6140350877192986,-0.196078431372549,-0.46666666666666656,-0.996981717204937,0.1350214808340053,-1.2280701754385965,-0.5555555555555556,-1.0098039215686276,153,375,,-0.47425652448623346,0.13391772438294816,-0.8159340659340664,-0.16666666666666652,-0.4444444444444444,-1.0087419726776543,0.28887097096432196,-1.7032967032967032,-0.5,-1.0,306,653,,-0.09373164646079474,0.07892397946874884,-0.3666666666666667,0.26190476190476186,-0.09511008704557078,-0.6602903133628584,0.34933609142161504,-1.5416666666666665,0.19047619047619035,-0.47916666666666685,181,736,,0.09816410219531999,0.06362471795134222,-0.0902777777777779,0.28571428571428603,0.10197368421052622,-0.630549772921204,0.28260180049628,-1.3104166666666666,0.2777777777777779,-0.6555555555555553,56,333,1.1261261261261262,-0.45121531005526044,0.10037068849894257,-0.7321428571428568,-0.16666666666666652,-0.45833333333333326,-1.011503894506376,0.18116315155809617,-1.6111111111111112,-0.4761904761904763,-1.0,181,403,,-0.44033931811068067,0.14189467220836977,-0.7321428571428568,0.25,-0.46666666666666656,-0.9940124796937732,0.2218089965698858,-1.623931623931624,0.0,-1.0,196,433,,-0.4287035027102664,0.17125730443316567,-0.7417582417582416,0.25,-0.46666666666666656,-0.9760868815546547,0.2570192159580739,-1.623931623931624,0.0,-1.0175438596491229,211,463,,-0.4106533689997009,0.2082604574935823,-0.746031746031746,0.25,-0.47435897435897445,-0.9531946202244078,0.29965046650569743,-1.6349206349206349,0.0,-1.0256410256410255,241,523,
00164.cnf,28,125,,-0.438982240533109,0.105147213084446,-0.675,0.0,-0.45238095238095255,-1.0216987658054657,0.1924702726417765,-1.6923076923076923,-0.3333333333333335,-1.0833333333333335,181,403,,-0.4458237485940273,0.09147137921575213,-0.625,-0.1282051282051282,-0.45833333333333326,-0.9683390533099513,0.13485584778533438,-1.25,-0.5333333333333332,-0.9895833333333335,153,375,,-0.4691166711457676,0.12998938843158572,-0.7555555555555553,-0.04166666666666652,-0.44444444444444464,-1.0162149446605804,0.29542725036787837,-1.6923076923076923,-0.3333333333333335,-1.0416666666666667,306,653,,-0.08616758116925449,0.07729135584118065,-0.34848484848484795,0.22222222222222232,-0.09131545338441871,-0.6529135873464674,0.336190478199576,-1.4848484848484849,0.10000000000000009,-0.48484848484848475,181,743,,0.10532448432529253,0.06453717288877434,-0.09375,0.31818181818181823,0.11111111111111116,-0.6092474795179846,0.29756265304555507,-1.2648809523809526,0.5128205128205129,-0.6209150326797386,56,340,1.1029411764705883,-0.438982240533109,0.105147213084446,-0.675,0.0,-0.45238095238095255,-1.0216987658054657,0.1924702726417765,-1.6923076923076923,-0.3333333333333335,-1.0833333333333335,181,403,,-0.4275476576284891,0.1447987719208299,-0.6888888888888891,0.25,-0.4642857142857142,-1.000964681969301,0.23655024176635525,-1.712820512820513,0.0,-1.0666666666666669,196,433,,-0.4146247351160958,0.17152584099569573,-0.6888888888888891,0.25,-0.45833333333333326,-0.9820653968062176,0.2692079224218928,-1.7461538461538462,0.0,-1.0476190476190477,211,463,,-0.397312108700732,0.20668124269325133,-0.7000000000000002,0.25,-0.45833333333333304,-0.9574181740290728,0.3075683043294227,-1.7936507936507937,0.0,-1.0454545454545454,241,523,
00168.cnf,29,129,,-0.45080507433271855,0.09939384381914862,-0.7124999999999999,-0.04166666666666674,-0.45238095238095255,-1.0017943594866674,0.19415809824303829,-1.6071428571428572,-0.3333333333333335,-1.0476190476190477,187,416,,-0.4733391087694253,0.08511771437353798,-0.6166666666666669,-0.16666666666666674,-0.47916666666666674,-0.998256564158387,0.12602463016908771,-1.2333333333333334,-0.4761904761904763,-1.0,158,387,,-0.4730519418761259,0.13442793486727683,-0.8055555555555556,-0.04166666666666674,-0.45238095238095166,-1.0019160035480512,0.29196333484469966,-1.6666666666666667,-0.3333333333333335,-0.9333333333333333,316,674,,-0.0991588526401841,0.0762814995790538,-0.3520833333333331,0.2222222222222222,-0.10416666666666652,-0.6640065845009328,0.35294803347321324,-1.5888888888888888,0.19047619047619035,-0.4999999999999999,187,757,,0.08767092667800162,0.06912079296283546,-0.16666666666666696,0.27380952380952384,0.09090909090909083,-0.6362792796244819,0.2936208392641927,-1.2914529914529917,0.45454545454545464,-0.6748251748251748,58,341,1.1348973607038124,-0.45080507433271855,0.09939384381914862,-0.7124999999999999,-0.04166666666666674,-0.45238095238095255,-1.0017943594866674,0.19415809824303829,-1.6071428571428572,-0.3333333333333335,-1.0476190476190477,187,416,,-0.4385462755978451,0.1412472772096398,-0.7124999999999999,0.25,-0.45238095238095255,-0.9844356191889825,0.23361568383446973,-1.6349206349206349,0.0,-1.0256410256410255,202,446,,-0.42664308816218105,0.17001837969979938,-0.7142857142857144,0.25,-0.45238095238095255,-0.9684641280754727,0.2669088190779933,-1.6601307189542482,0.0,-1.0227272727272727,217,476,,-0.4085745521609888,0.2066242814195592,-0.7424242424242422,0.25,-0.46666666666666656,-0.9447284508875908,0.30791510244128156,-1.7,0.0,-1.0,247,536,
00169.cnf,30,133,,-0.4493981090134937,0.11062110046203186,-0.7638888888888886,0.16666666666666663,-0.4666666666666668,-1.0035394836968266,0.20937135911330423,-1.623931623931624,0.0,-1.0256410256410255,193,429,,-0.4728562536728463,0.08453765435571914,-0.6166666666666669,-0.06666666666666665,-0.48484848484848486,-0.9956050382969073,0.14386430195241362,-1.2333333333333334,-0.1333333333333333,-1.0175438596491229,163,399,,-0.4721789795054712,0.13844701649989982,-0.8300653594771239,0.16666666666666652,-0.4444444444444444,-1.0042642828793906,0.29526439400405785,-1.6601307189542482,0.0,-1.0,326,695,,-0.09113054432860318,0.0843330480557395,-0.35024154589372025,0.33333333333333326,-0.09420289855072461,-0.656091026159382,0.34703659486527455,-1.6214488636363638,0.33333333333333326,-0.49523809523809514,193,780,,0.0936159384918608,0.07105732018894495,-0.15489130434782594,0.257142857142857,0.09935897435897456,-0.5953758358147002,0.2859927974178126,-1.3201754385964912,0.33333333333333326,-0.6111111111111113,60,351,1.1367521367521367,-0.4493981090134937,0.11062110046203186,-0.7638888888888886,0.16666666666666663,-0.4666666666666668,-1.0035394836968266,0.20937135911330423,-1.623931623931624,0.0,-1.0256410256410255,193,429,,-0.43763729613402813,0.14812362426752923,-0.7638888888888886,0.25,-0.4666666666666668,-0.9838710490671276,0.2491343838755699,-1.646153846153846,0.0,-1.0256410256410255,208,459,,-0.429109852882859,0.17387604287755343,-0.7817460317460321,0.25,-0.4722222222222219,-0.970295740387765,0.27320582201062604,-1.657142857142857,0.0,-1.0,223,489,,-0.4115533706272849,0.20987446994842673,-0.7817460317460321,0.25,-0.4791666666666665,-0.9464144003186282,0.31210504094528485,-1.7070707070707072,0.0,-1.0,253,549,
00170.cnf,33,146,,-0.45917202047775296,0.1005661361934954,-0.718181818181818,-0.11111111111111116,-0.4791666666666663,-1.0089068574737365,0.1907747671543636,-1.6666666666666665,-0.3333333333333335,-1.0476190476190477,212,471,,-0.47135546805200346,0.089184713301272,-0.6231884057971013,-0.16666666666666674,-0.4791666666666665,-0.9998845694896507,0.13760884650618954,-1.2463768115942029,-0.5333333333333332,-1.0191885964912282,179,438,,-0.4797993272927742,0.13513086539225463,-0.8397435897435899,-0.11111111111111116,-0.44999999999999996,-1.0060031129493776,0.2891937936147153,-1.6794871794871795,-0.44444444444444453,-0.9696969696969697,358,763,,-0.11303265964847632,0.08104475442114296,-0.40625,0.41666666666666674,-0.11904761904761885,-0.6779944044667692,0.363070862687876,-1.4983766233766234,0.8333333333333331,-0.5128205128205127,212,861,,0.07042080280753182,0.0656597842461983,-0.1985294117647054,0.24679487179487203,0.07692307692307704,-0.6449650369983188,0.2894667719520217,-1.4118421052631578,0.5454545454545455,-0.6623792873792874,66,390,1.123076923076923,-0.45917202047775296,0.1005661361934954,-0.718181818181818,-0.11111111111111116,-0.4791666666666663,-1.0089068574737365,0.1907747671543636,-1.6666666666666665,-0.3333333333333335,-1.0476190476190477,212,471,,-0.4475510102007108,0.1388631946202549,-0.7250000000000001,0.25,-0.4791666666666665,-0.9915197521484947,0.2289998465511846,-1.7,0.0,-1.0476190476190477,227,501,,-0.4377130088994496,0.16451728705080526,-0.7250000000000001,0.25,-0.47435897435897445,-0.9775841337988233,0.2554118845299453,-1.709090909090909,0.0,-1.0476190476190477,242,531,,-0.42228364028405263,0.20054536487536936,-0.7346153846153847,0.25,-0.4791666666666665,-0.9562817916942717,0.2951560013018885,-1.7312252964426877,0.0,-1.0454545454545454,272,591,
00172.cnf,31,137,,-0.4517081774434716,0.10536345974366015,-0.7222222222222223,1.1102230246251565e-16,-0.46666666666666656,-1.0097608274078862,0.19844186787178458,-1.625,-1.1102230246251565e-16,-1.0,199,442,,-0.47205317057410784,0.08723339819587428,-0.6140350877192988,-0.13333333333333353,-0.47916666666666674,-0.9961360477335636,0.13409111206807386,-1.2280701754385965,-0.5555555555555556,-1.0000000000000002,168,411,,-0.4749800478850758,0.138015329356173,-0.811965811965812,-0.16666666666666652,-0.4375,-1.008423117850492,0.30057160907350033,-1.6666666666666667,-0.5,-1.0,336,716,,-0.10488583545233096,0.0807294825211975,-0.3571428571428572,0.41666666666666674,-0.10952194357366796,-0.6680467661453521,0.3607494727871565,-1.536231884057971,0.8333333333333331,-0.47916666666666685,199,808,,0.08064872553782874,0.06461304947304265,-0.10833333333333339,0.2500000000000001,0.08130341880341896,-0.6339575939755746,0.3050624096586101,-1.2833333333333332,0.3384615384615386,-0.658531746031746,62,366,1.1229508196721312,-0.4517081774434716,0.10536345974366015,-0.7222222222222223,1.1102230246251565e-16,-0.46666666666666656,-1.0097608274078862,0.19844186787178458,-1.625,-1.1102230246251565e-16,-1.0,199,442,,-0.44138271098016857,0.1425638799432475,-0.7222222222222223,0.25,-0.46666666666666656,-0.9938650803057583,0.23335954214488203,-1.6547619047619047,0.0,-1.0,214,472,,-0.4295556756214126,0.16908714833485847,-0.7222222222222223,0.25,-0.46666666666666656,-0.9796613164392048,0.2602747937389989,-1.6868686868686869,0.0,-1.0,229,502,,-0.413392892597255,0.20497542699662294,-0.7222222222222223,0.25,-0.4666666666666667,-0.9586781471853512,0.2983423651289023,-1.6908212560386473,0.0,-1.0256410256410255,259,562,
00184.cnf,17,81,,-0.3826668790611098,0.11013021107623192,-0.6666666666666665,0.0,-0.38095238095238093,-0.9442880837111607,0.22216929621477077,-1.623931623931624,-0.3333333333333335,-0.9592074592074592,115,260,,-0.3895412360420197,0.08772166341674767,-0.6111111111111112,-0.16666666666666652,-0.3888888888888893,-0.9618847555497916,0.12429573117072996,-1.2222222222222223,-0.5555555555555556,-1.0,98,243,,-0.43839815031461277,0.12534163829253325,-0.7880434782608698,0.0,-0.4166666666666665,-0.9720612205681127,0.27276684558795394,-1.623931623931624,-0.3333333333333335,-0.9130434782608696,196,422,,-0.03137974631125018,0.06754800490482432,-0.28571428571428603,0.16666666666666674,-0.02992724867724872,-0.5604472023696612,0.2626638966614659,-1.4857142857142858,-0.06666666666666665,-0.45238095238095244,115,454,,0.19146539398207077,0.05876089841882814,0.02678571428571419,0.3500000000000001,0.1875,-0.3374376012480546,0.31620124786286363,-1.0476190476190474,0.4836601307189544,-0.35780885780885785,34,194,1.2525773195876289,-0.3826668790611098,0.11013021107623192,-0.6666666666666665,0.0,-0.38095238095238093,-0.9442880837111607,0.22216929621477077,-1.623931623931624,-0.3333333333333335,-0.9592074592074592,115,260,,-0.37088867690794664,0.15454950111906066,-0.6666666666666665,0.25,-0.3849206349206349,-0.92719181314516,0.25984003011394835,-1.6444444444444444,0.0,-0.9333333333333333,130,290,,-0.3588509968381292,0.18226457877271793,-0.6904761904761905,0.25,-0.38888888888888884,-0.9159448343731432,0.2864466930570109,-1.6601307189542482,0.0,-0.9333333333333333,145,320,,-0.34025364234149064,0.21672525531450965,-0.7142857142857142,0.25,-0.38888888888888906,-0.8947331714553076,0.3288710350020394,-1.6904761904761905,0.0,-0.9696969696969697,175,380,
00191.cnf,21,97,,-0.3896655783675014,0.12152297240290916,-0.6794871794871793,0.0,-0.4166666666666665,-0.9427451688268996,0.2214360359524143,-1.6643356643356644,-0.3333333333333335,-1.0,139,312,,-0.3933229091211601,0.11265904148964964,-0.6140350877192984,-0.04166666666666652,-0.4035087719298247,-0.9610773119165368,0.1554270707959669,-1.2280701754385965,-0.3333333333333335,-1.0,118,291,,-0.4420856508820676,0.12452679307588539,-0.8222222222222226,-0.10000000000000009,-0.43333333333333335,-0.9694685981390269,0.2665146890475548,-1.7083333333333335,-0.4761904761904763,-0.9393939393939394,236,506,,-0.05597513616562103,0.08873855097232114,-0.33809523809523867,0.45833333333333326,-0.05842391304347849,-0.5903165823122251,0.31857801741553765,-1.4473684210526319,0.8333333333333331,-0.4731182795698924,139,541,,0.14106382600474562,0.07125683061981128,-0.06168831168831179,0.2857142857142857,0.14551083591331238,-0.4494706569976611,0.3152810959879782,-1.1238095238095238,0.4772727272727273,-0.44176136363636354,42,229,1.2707423580786026,-0.3896655783675014,0.12152297240290916,-0.6794871794871793,0.0,-0.4166666666666665,-0.9427451688268996,0.2214360359524143,-1.6643356643356644,-0.3333333333333335,-1.0,139,312,,-0.37956208021997495,0.15764080830844854,-0.6794871794871793,0.25,-0.4166666666666665,-0.932481740157179,0.25628951832064556,-1.6643356643356644,0.0,-1.0,154,342,,-0.36970196636942365,0.18207741638785413,-0.6794871794871793,0.25,-0.4166666666666664,-0.9251075688753584,0.2798588613630263,-1.700534759358289,0.0,-1.0,169,372,,-0.35575444152343655,0.21576108236540706,-0.7032967032967035,0.25,-0.4166666666666665,-0.9071090112909966,0.31889918829001357,-1.7394957983193278,0.0,-1.0,199,432,
00205.cnf,31,137,,-0.45593528203822326,0.10386451249300288,-0.7386363636363631,0.0,-0.4666666666666668,-1.0087320359379182,0.19592675669036283,-1.6349206349206349,-0.33333333333333337,-1.0476190476190477,199,442,,-0.4731328687533067,0.0865391534450655,-0.6111111111111116,-0.11111111111111094,-0.49019607843137236,-1.0001954033673655,0.12396145489632461,-1.2222222222222223,-0.5333333333333333,-1.0,168,411,,-0.47757072420131075,0.13797541737995564,-0.8181818181818179,0.0,-0.45952380952380945,-1.0067957608809566,0.30108463470340574,-1.6527777777777777,-0.3333333333333335,-0.9723484848484849,336,716,,-0.10722091467369196,0.0782736350034582,-0.3717105263157896,0.16666666666666674,-0.11111111111111094,-0.6744064076699392,0.35912345668443685,-1.5898550724637681,0.19047619047619035,-0.4666666666666667,199,810,,0.07766169235232623,0.06939334851226438,-0.1333333333333333,0.2666666666666667,0.08333333333333348,-0.6451442515730748,0.29606465092246526,-1.3053221288515406,0.3076923076923078,-0.6772203947368421,62,368,1.1168478260869565,-0.45593528203822326,0.10386451249300288,-0.7386363636363631,0.0,-0.4666666666666668,-1.0087320359379182,0.19592675669036283,-1.6349206349206349,-0.33333333333333337,-1.0476190476190477,199,442,,-0.44249648702843397,0.1442005361067245,-0.7386363636363631,0.25,-0.47916666666666674,-0.9908556984075494,0.2344801634001196,-1.672514619883041,0.0,-1.0314992025518341,214,472,,-0.4315962838622201,0.1701901076706136,-0.7222222222222219,0.25,-0.4782196969696968,-0.9770164319965117,0.2608299456974582,-1.7,0.0,-1.0384615384615385,229,502,,-0.4148188283642021,0.20514804910974266,-0.7222222222222221,0.25,-0.46944444444444455,-0.9563596224850672,0.2970784616079316,-1.722943722943723,0.0,-1.0,259,562,
00206.cnf,40,175,,-0.46856339334215436,0.10196263031571169,-0.7564102564102564,-0.04166666666666674,-0.47916666666666674,-1.020732286396003,0.19149304465129058,-1.6363636363636362,-0.33333333333333337,-1.0476190476190477,255,565,,-0.4920285939591557,0.09144213353038017,-0.6166666666666671,-0.08333333333333326,-0.5000000000000004,-1.0295891112998588,0.132475421663191,-1.2333333333333334,-0.5555555555555556,-1.0476190476190477,215,525,,-0.48487330520117405,0.14100373406032918,-0.7916666666666665,-0.16666666666666674,-0.4666666666666668,-1.0152314291658553,0.3038253699794984,-1.6363636363636362,-0.5,-1.0256410256410255,430,915,,-0.1344465534395134,0.08566861250364578,-0.4076923076923067,0.41666666666666663,-0.14035087719298223,-0.7029072575822046,0.3858477770823268,-1.6675213675213676,0.8333333333333331,-0.5087719298245615,255,1043,,0.028036785668032697,0.06765951913273209,-0.1875,0.2187500000000001,0.029006410256410153,-0.731222569817079,0.28932078850464765,-1.3402777777777777,0.3124999999999999,-0.7633898448043186,80,478,1.098326359832636,-0.46856339334215436,0.10196263031571169,-0.7564102564102564,-0.04166666666666674,-0.47916666666666674,-1.020732286396003,0.19149304465129058,-1.6363636363636362,-0.33333333333333337,-1.0476190476190477,255,565,,-0.45906369540823333,0.13520618198126894,-0.7638888888888893,0.25,-0.47916666666666674,-1.0062798406075717,0.22350110356197828,-1.6515151515151514,0.0,-1.0476190476190477,270,595,,-0.450973653013653,0.1597065938162417,-0.7638888888888893,0.25,-0.47916666666666674,-0.9938641314241314,0.24786446697090872,-1.6515151515151514,0.0,-1.0476190476190477,285,625,,-0.43580623688460607,0.19304316267871455,-0.7749999999999997,0.25,-0.48484848484848464,-0.9732423712217242,0.2824750427266761,-1.6630434782608696,0.0,-1.0476190476190477,315,685,
00212.cnf,22,101,,-0.4145856365856365,0.10467049325085856,-0.6875,-0.09523809523809512,-0.41666666666666674,-0.9876037296037299,0.1942510426829544,-1.6363636363636362,-0.4761904761904763,-1.0,145,325,,-0.4053184260974777,0.10912156531279421,-0.6041666666666667,-0.08333333333333326,-0.4166666666666665,-0.9767854627905436,0.11123611632324439,-1.2083333333333335,-0.5555555555555556,-1.0,123,303,,-0.45868258349283025,0.11617142661146684,-0.8333333333333339,-0.16666666666666674,-0.43333333333333335,-0.9944347240362421,0.27559183263516174,-1.6666666666666665,-0.5,-1.0,246,527,,-0.05857023369299787,0.07262542830573127,-0.34705882352941164,0.26190476190476186,-0.05833333333333357,-0.5957333343507553,0.2937043546150361,-1.4935064935064934,0.19047619047619035,-0.45238095238095244,145,583,,0.14596522789922248,0.06558258609787138,-0.12499999999999978,0.34999999999999987,0.14999999999999997,-0.44677487831429347,0.30905656601181347,-1.172222222222222,0.461038961038961,-0.47512340600575886,44,258,1.1744186046511629,-0.4145856365856365,0.10467049325085856,-0.6875,-0.09523809523809512,-0.41666666666666674,-0.9876037296037299,0.1942510426829544,-1.6363636363636362,-0.4761904761904763,-1.0,145,325,,-0.4032032091539134,0.14792416683641094,-0.7083333333333337,0.25,-0.41666666666666674,-0.9701788508830762,0.23596711951245733,-1.6363636363636362,0.0,-1.0,160,355,,-0.39229718694004406,0.17626592955760725,-0.7249999999999999,0.25,-0.41666666666666674,-0.9529373699045206,0.2683296390133811,-1.6643356643356644,0.0,-1.0,175,385,,-0.3761721299923547,0.21147234256961892,-0.7388888888888892,0.25,-0.43939393939393945,-0.9251444378856806,0.3098339735414377,-1.7211538461538463,0.0,-1.0,205,445,
