file,n_vars,n_clauses,error,LCG_orc_mean,LCG_orc_std,LCG_orc_min,LCG_orc_max,LCG_orc_median,LCG_bfc_mean,LCG_bfc_std,LCG_bfc_min,LCG_bfc_max,LCG_bfc_median,LCG_n_nodes,LCG_n_edges,LCG_mean_edge_weight,VCG_orc_mean,VCG_orc_std,VCG_orc_min,VCG_orc_max,VCG_orc_median,VCG_bfc_mean,VCG_bfc_std,VCG_bfc_min,VCG_bfc_max,VCG_bfc_median,VCG_n_nodes,VCG_n_edges,VCG_mean_edge_weight,LCG_BRIDGE_orc_mean,LCG_BRIDGE_orc_std,LCG_BRIDGE_orc_min,LCG_BRIDGE_orc_max,LCG_BRIDGE_orc_median,LCG_BRIDGE_bfc_mean,LCG_BRIDGE_bfc_std,LCG_BRIDGE_bfc_min,LCG_BRIDGE_bfc_max,LCG_BRIDGE_bfc_median,LCG_BRIDGE_n_nodes,LCG_BRIDGE_n_edges,LCG_BRIDGE_mean_edge_weight,LCG_COOC_orc_mean,LCG_COOC_orc_std,LCG_COOC_orc_min,LCG_COOC_orc_max,LCG_COOC_orc_median,LCG_COOC_bfc_mean,LCG_COOC_bfc_std,LCG_COOC_bfc_min,LCG_COOC_bfc_max,LCG_COOC_bfc_median,LCG_COOC_n_nodes,LCG_COOC_n_edges,LCG_COOC_mean_edge_weight,WLIG_orc_mean,WLIG_orc_std,WLIG_orc_min,WLIG_orc_max,WLIG_orc_median,WLIG_bfc_mean,WLIG_bfc_std,WLIG_bfc_min,WLIG_bfc_max,WLIG_bfc_median,WLIG_n_nodes,WLIG_n_edges,WLIG_mean_edge_weight,LCG_SPLIT_s0_orc_mean,LCG_SPLIT_s0_orc_std,LCG_SPLIT_s0_orc_min,LCG_SPLIT_s0_orc_max,LCG_SPLIT_s0_orc_median,LCG_SPLIT_s0_bfc_mean,LCG_SPLIT_s0_bfc_std,LCG_SPLIT_s0_bfc_min,LCG_SPLIT_s0_bfc_max,LCG_SPLIT_s0_bfc_median,LCG_SPLIT_s0_n_nodes,LCG_SPLIT_s0_n_edges,LCG_SPLIT_s0_mean_edge_weight,LCG_SPLIT_s5_orc_mean,LCG_SPLIT_s5_orc_std,LCG_SPLIT_s5_orc_min,LCG_SPLIT_s5_orc_max,LCG_SPLIT_s5_orc_median,LCG_SPLIT_s5_bfc_mean,LCG_SPLIT_s5_bfc_std,LCG_SPLIT_s5_bfc_min,LCG_SPLIT_s5_bfc_max,LCG_SPLIT_s5_bfc_median,LCG_SPLIT_s5_n_nodes,LCG_SPLIT_s5_n_edges,LCG_SPLIT_s5_mean_edge_weight,LCG_SPLIT_s10_orc_mean,LCG_SPLIT_s10_orc_std,LCG_SPLIT_s10_orc_min,LCG_SPLIT_s10_orc_max,LCG_SPLIT_s10_orc_median,LCG_SPLIT_s10_bfc_mean,LCG_SPLIT_s10_bfc_std,LCG_SPLIT_s10_bfc_min,LCG_SPLIT_s10_bfc_max,LCG_SPLIT_s10_bfc_median,LCG_SPLIT_s10_n_nodes,LCG_SPLIT_s10_n_edges,LCG_SPLIT_s10_mean_edge_weight,LCG_SPLIT_s20_orc_mean,LCG_SPLIT_s20_orc_std,LCG_SPLIT_s20_orc_min,LCG_SPLIT_s20_orc_max,LCG_SPLIT_s20_orc_median,LCG_SPLIT_s20_bfc_mean,LCG_SPLIT_s20_bfc_std,LCG_SPLIT_s20_bfc_min,LCG_SPLIT_s20_bfc_max,LCG_SPLIT_s20_bfc_median,LCG_SPLIT_s20_n_nodes,LCG_SPLIT_s20_n_edges,LCG_SPLIT_s20_mean_edge_weight
00050.cnf,17,81,,-0.3728817016317016,0.11845670566484229,-0.6931818181818179,0.16666666666666663,-0.38095238095238093,-0.9264979464979466,0.23720596316588988,-1.6666666666666667,-1.1102230246251565e-16,-0.9333333333333333,115,260,,-0.364035730266667,0.08939246558371162,-0.6078431372549018,-0.13333333333333353,-0.3725490196078429,-0.9591557117201636,0.11584440109697629,-1.215686274509804,-0.5833333333333335,-0.9761904761904762,98,243,,-0.4331524301520119,0.1239287739795441,-0.8117647058823521,0.16666666666666663,-0.41666666666666674,-0.9574037600103952,0.27721805303048863,-1.700534759358289,-1.1102230246251565e-16,-0.9090909090909092,196,422,,-0.03256673078961045,0.07492112607527115,-0.269047619047619,0.33333333333333326,-0.033333333333333215,-0.5554570285592422,0.2674115576724669,-1.3714285714285714,0.33333333333333326,-0.45977011494252873,115,449,,0.18979820495926947,0.05818897582831109,1.1102230246251565e-16,0.34191176470588247,0.1875000000000001,-0.35847791718920724,0.28811130200481727,-1.0666666666666667,0.6470588235294119,-0.35353535353535376,34,189,1.2857142857142858,-0.3728817016317016,0.11845670566484229,-0.6931818181818179,0.16666666666666663,-0.38095238095238093,-0.9264979464979466,0.23720596316588988,-1.6666666666666667,-1.1102230246251565e-16,-0.9333333333333333,115,260,,-0.36057527721320826,0.15711070770919844,-0.6805555555555554,0.25,-0.38095238095238093,-0.9117418501039193,0.27014504330815653,-1.6794871794871795,0.0,-0.9333333333333333,130,290,,-0.35152280445249195,0.18337435467144803,-0.6805555555555554,0.25,-0.38888888888888895,-0.8944151855089355,0.29626808730241183,-1.6923076923076923,0.0,-0.9333333333333333,145,320,,-0.3386317588929818,0.21818864857981904,-0.6805555555555554,0.25,-0.392857142857143,-0.8830910765576014,0.3336120569316722,-1.7416666666666667,0.0,-0.9274509803921569,175,380,
00052.cnf,22,101,,-0.4179059444828676,0.11757694672863866,-0.658119658119658,0.0,-0.43939393939393945,-0.984220531605147,0.22389555075492593,-1.623931623931624,-0.33333333333333337,-1.0,145,325,,-0.42536835139983226,0.0982527815997892,-0.6166666666666669,-0.16666666666666652,-0.4358974358974357,-0.9696367585462318,0.13422954037261756,-1.2333333333333334,-0.33333333333333337,-1.0,123,303,,-0.4585652487929528,0.12592297381409376,-0.8194444444444444,-0.08333333333333326,-0.43333333333333357,-0.9942025505592869,0.2818954535085355,-1.6666666666666667,-0.4761904761904763,-0.9696969696969697,246,527,,-0.05621546072920675,0.0780290678951224,-0.3068181818181819,0.45833333333333337,-0.06385281385281383,-0.6207849436791593,0.31654996136817587,-1.418452380952381,0.8333333333333331,-0.4901960784313725,145,585,,0.14847882987953545,0.0667257735893348,-0.07352941176470562,0.31944444444444453,0.15591353091353088,-0.5064495393356453,0.30301900508095736,-1.2063492063492065,0.4285714285714285,-0.5268759018759019,44,260,1.1653846153846155,-0.4179059444828676,0.11757694672863866,-0.658119658119658,0.0,-0.43939393939393945,-0.984220531605147,0.22389555075492593,-1.623931623931624,-0.33333333333333337,-1.0,145,325,,-0.40406982297827376,0.15697619834021173,-0.6746031746031744,0.25,-0.4444444444444442,-0.9687203524175355,0.2575705231725951,-1.6349206349206349,0.0,-1.0,160,355,,-0.3941167998857678,0.18374448487673703,-0.6770833333333333,0.25,-0.4444444444444444,-0.953746782760795,0.28542918920213595,-1.6527777777777777,0.0,-1.0,175,385,,-0.3746063908002111,0.21730661910026747,-0.6826923076923079,0.25,-0.4444444444444444,-0.9277018418207064,0.3221859773152104,-1.694736842105263,0.0,-1.0,205,445,
00065.cnf,14,69,,-0.34284827791615125,0.12542350985992995,-0.6696428571428572,0.0,-0.3666666666666665,-0.8999658335631187,0.24557810551303566,-1.6904761904761905,-0.1333333333333333,-0.9166666666666667,97,221,,-0.3213437370939502,0.10949145026038126,-0.5952380952380949,1.1102230246251565e-16,-0.33333333333333326,-0.9725064672324191,0.12369356791826085,-1.1904761904761905,-0.6666666666666667,-1.0,83,207,,-0.4190189800914035,0.12771155006786503,-0.7888888888888892,0.0,-0.40000000000000036,-0.9433288855990806,0.2648480113566668,-1.6904761904761905,-0.3333333333333335,-0.9090909090909092,166,359,,-0.006816928657441535,0.07242102996621513,-0.2647058823529409,0.23809523809523803,-0.007246376811594013,-0.5191214208824639,0.24168180679758663,-1.388235294117647,0.19047619047619035,-0.435897435897436,97,373,,0.22670418434979198,0.05403853160365541,0.07058823529411762,0.34615384615384626,0.23452380952380958,-0.18306243501725314,0.27121421116798866,-0.9714285714285715,0.6,-0.2100490196078431,28,152,1.361842105263158,-0.34284827791615125,0.12542350985992995,-0.6696428571428572,0.0,-0.3666666666666665,-0.8999658335631187,0.24557810551303566,-1.6904761904761905,-0.1333333333333333,-0.9166666666666667,97,221,,-0.33139354005887867,0.1635482627430886,-0.6746031746031746,0.25,-0.3666666666666667,-0.8880163329366517,0.2832784758668999,-1.7333333333333334,0.0,-0.9333333333333333,112,251,,-0.3249818192878691,0.18912327249783376,-0.6746031746031746,0.25,-0.3666666666666669,-0.8761162325219266,0.3051547658560755,-1.7333333333333334,0.0,-0.9333333333333333,127,281,,-0.3139401023381962,0.22119732417735594,-0.6857142857142859,0.25,-0.3809523809523807,-0.8677572549639999,0.3429752745752685,-1.7490196078431373,0.0,-0.9333333333333336,157,341,
00066.cnf,32,142,,-0.4386325798170776,0.11243411912920193,-0.6904761904761907,0.06666666666666665,-0.45238095238095244,-0.99355903073152,0.21081896985342619,-1.6333333333333333,0.06666666666666665,-1.0,206,458,,-0.4624287661155929,0.09810784134317346,-0.6166666666666669,-0.08333333333333326,-0.47291666666666665,-1.0054163913888439,0.12897521517983174,-1.2333333333333334,-0.4583333333333335,-1.0208333333333335,174,426,,-0.4680415404924201,0.14052581411225434,-0.8263888888888884,0.06666666666666665,-0.4473684210526321,-0.9983472193306921,0.3043548375178918,-1.6527777777777777,0.06666666666666665,-1.0,348,742,,-0.10567496060225516,0.08662656591993015,-0.3781512605042012,0.41666666666666674,-0.10919540229885083,-0.6655993600491356,0.3656677635618251,-1.5852842809364547,0.8333333333333331,-0.4901960784313725,206,829,,0.07557162137035799,0.06903423495202125,-0.16428571428571437,0.375,0.07916666666666705,-0.6514007357932088,0.30646533673660314,-1.3385416666666667,0.5,-0.6794871794871795,64,371,1.1482479784366577,-0.4386325798170776,0.11243411912920193,-0.6904761904761907,0.06666666666666665,-0.45238095238095244,-0.99355903073152,0.21081896985342619,-1.6333333333333333,0.06666666666666665,-1.0,206,458,,-0.427425147712033,0.14790670258850883,-0.7023809523809521,0.25,-0.4523809523809521,-0.9811623770127869,0.24192641335008752,-1.646153846153846,0.06666666666666665,-1.0,221,488,,-0.41708778673064384,0.17269196426351682,-0.7023809523809521,0.25,-0.45238095238095244,-0.9653590992876707,0.2737630249894163,-1.6643356643356644,0.06666666666666665,-1.0,236,518,,-0.39978876371609934,0.20387856254935077,-0.7232142857142854,0.25,-0.45238095238095244,-0.9388222888222889,0.31058938276050607,-1.6643356643356644,0.06666666666666665,-1.0,266,578,
00068.cnf,30,133,,-0.44093861978477367,0.11682488924092486,-0.7083333333333337,0.08333333333333348,-0.46666666666666656,-0.9963200617046771,0.22802044714399183,-1.6515151515151514,0.16666666666666652,-1.0256410256410255,193,429,,-0.4558762159253325,0.09431363705093776,-0.6190476190476186,-0.13725490196078427,-0.47619047619047605,-0.9955987291420497,0.1280095039802708,-1.2380952380952381,-0.4761904761904763,-1.0175438596491229,163,399,,-0.46937865292181835,0.13523702794996625,-0.8379629629629637,0.0,-0.45833333333333326,-1.0017253010778189,0.29426224410607066,-1.675925925925926,0.0,-1.0,326,695,,-0.09513794129524737,0.08703040297252926,-0.39102564102564097,0.45833333333333337,-0.10256410256410242,-0.6510690249734399,0.3540976728067065,-1.60515873015873,0.8333333333333331,-0.48484848484848475,193,781,,0.0893928526748723,0.06471078565632633,-0.1410256410256412,0.2499999999999999,0.09530873753009977,-0.5953337315703296,0.32623914001789894,-1.2120879120879122,0.4999999999999998,-0.6297348484848484,60,352,1.1335227272727273,-0.44093861978477367,0.11682488924092486,-0.7083333333333337,0.08333333333333348,-0.46666666666666656,-0.9963200617046771,0.22802044714399183,-1.6515151515151514,0.16666666666666652,-1.0256410256410255,193,429,,-0.42952750166802456,0.15100590768527136,-0.7083333333333337,0.25,-0.4642857142857144,-0.9808521362442931,0.2584388403519967,-1.6515151515151514,0.16666666666666652,-1.0256410256410255,208,459,,-0.419072093640224,0.17512028484753306,-0.7222222222222219,0.25,-0.46666666666666656,-0.970177178984089,0.28156783012722303,-1.6643356643356644,0.16666666666666652,-1.0256410256410255,223,489,,-0.40089908168204186,0.2078524722980557,-0.7571428571428569,0.25,-0.4642857142857144,-0.9473792644972161,0.31606281224948957,-1.715686274509804,0.16666666666666652,-1.0454545454545454,253,549,
00076.cnf,17,81,,-0.3878977059265521,0.10382350394453085,-0.6414141414141414,-0.023809523809523725,-0.3939393939393937,-0.9681684768223231,0.21242166836457285,-1.6,-0.33333333333333337,-0.9696969696969697,115,260,,-0.38191547990882924,0.10298677848867714,-0.5999999999999999,-0.06060606060606055,-0.38888888888888884,-0.97509160549714,0.11336322065052677,-1.2000000000000002,-0.6333333333333333,-1.0,98,243,,-0.4397960484749584,0.12662320447774858,-0.784090909090909,-0.09523809523809512,-0.4285714285714286,-0.9837745982295746,0.291106178028839,-1.6515151515151514,-0.4761904761904763,-0.8838383838383839,196,422,,-0.02793100657489767,0.06268543674120361,-0.2276785714285714,0.14285714285714302,-0.03274853801169586,-0.550969146427366,0.24628365847098851,-1.3692307692307693,-0.16666666666666685,-0.45977011494252873,115,460,,0.19926962659373657,0.05256251231582352,0.0714285714285714,0.3321678321678322,0.19444444444444442,-0.3385845056144979,0.32245879193938154,-1.1250000000000002,0.625,-0.33661948431685274,34,200,1.215,-0.3878977059265521,0.10382350394453085,-0.6414141414141414,-0.023809523809523725,-0.3939393939393937,-0.9681684768223231,0.21242166836457285,-1.6,-0.33333333333333337,-0.9696969696969697,115,260,,-0.3705952428797256,0.15052224171577525,-0.6227272727272732,0.25,-0.38888888888888895,-0.9506892341375102,0.2550373122713791,-1.6181818181818182,0.0,-0.9696969696969697,130,290,,-0.36372352142342945,0.18192714519907915,-0.6227272727272732,0.25,-0.4166666666666665,-0.9342802089148596,0.2861314838026939,-1.6527777777777777,0.0,-0.9696969696969697,145,320,,-0.3453200551394905,0.2172620601581262,-0.6447368421052633,0.25,-0.4166666666666665,-0.9106183854596149,0.327436742834642,-1.6823529411764706,0.0,-0.9696969696969697,175,380,
00077.cnf,22,101,,-0.4319124209124209,0.09352026556658082,-0.6349206349206347,-0.04166666666666674,-0.4444444444444444,-1.014929070929071,0.19518945089668305,-1.6515151515151514,-0.3333333333333335,-1.0476190476190477,145,325,,-0.4293471563273542,0.09472196664816979,-0.6041666666666665,-0.06666666666666665,-0.4358974358974359,-0.9637228741189136,0.1369936838022791,-1.2083333333333335,-0.5333333333333332,-0.9761904761904762,123,303,,-0.4651747893683378,0.12394615332606998,-0.7749999999999999,-0.16666666666666652,-0.41666666666666696,-1.0122379939267985,0.2918154190029829,-1.6515151515151514,-0.3333333333333335,-0.9696969696969697,246,527,,-0.05368226328898501,0.07057561246373038,-0.2380382775119616,0.2222222222222222,-0.05654761904761885,-0.6172074301682883,0.29646726855509714,-1.395658263305322,-1.1102230246251565e-16,-0.5045045045045046,145,594,,0.15177075048718686,0.062368581354300734,-0.03571428571428559,0.3318181818181818,0.15909090909090895,-0.4969144112282039,0.309103381625701,-1.3130252100840338,0.618181818181818,-0.493006993006993,44,269,1.1263940520446096,-0.4319124209124209,0.09352026556658082,-0.6349206349206347,-0.04166666666666674,-0.4444444444444444,-1.014929070929071,0.19518945089668305,-1.6515151515151514,-0.3333333333333335,-1.0476190476190477,145,325,,-0.41742376888410987,0.14291078335431803,-0.6527777777777772,0.25,-0.4444444444444444,-0.9917380494474638,0.24267499202210102,-1.6753246753246753,0.0,-1.0476190476190477,160,355,,-0.404857219183945,0.172067810012349,-0.6527777777777772,0.25,-0.4444444444444444,-0.9718792379489576,0.275395157206832,-1.6931818181818181,0.0,-1.0476190476190477,175,385,,-0.3865142683061075,0.21146093051188017,-0.6750000000000003,0.25,-0.45238095238095255,-0.940035846767071,0.3181781976004022,-1.7416666666666667,0.0,-1.0,205,445,
00078.cnf,39,171,,-0.4682686853203158,0.10284217178991524,-0.732142857142857,0.16666666666666663,-0.48484848484848486,-1.0239042660238313,0.19608748012024207,-1.646153846153846,-1.1102230246251565e-16,-1.0476190476190477,249,552,,-0.4876427834546169,0.08563962815608665,-0.6190476190476188,-0.16666666666666674,-0.5,-1.0089661426305734,0.13285193119546948,-1.2380952380952381,-0.5555555555555556,-1.0256410256410255,210,513,,-0.4837077833302666,0.14119680151345415,-0.823076923076923,-0.08333333333333326,-0.4666666666666668,-1.0169195830269657,0.306348380153992,-1.646153846153846,-0.08333333333333348,-1.0365079365079364,420,894,,-0.13094320246130334,0.08407515442482069,-0.41353383458646653,0.33333333333333326,-0.13812229437229484,-0.6886577400327208,0.3697099104901877,-1.5317460317460319,0.33333333333333326,-0.4901960784313725,249,1022,,0.03578691896187956,0.06851331901976199,-0.17500000000000027,0.23076923076923084,0.036038961038961204,-0.6856692204085106,0.29195873957385926,-1.2577639751552798,0.3272727272727274,-0.7108416945373468,78,470,1.0914893617021277,-0.4682686853203158,0.10284217178991524,-0.732142857142857,0.16666666666666663,-0.48484848484848486,-1.0239042660238313,0.19608748012024207,-1.646153846153846,-1.1102230246251565e-16,-1.0476190476190477,249,552,,-0.45666375911221274,0.1362964867917218,-0.732142857142857,0.25,-0.4820075757575757,-1.009026983898118,0.22706959473491015,-1.646153846153846,0.0,-1.0476190476190477,264,582,,-0.4471790579129103,0.1603404330290584,-0.75,0.25,-0.48484848484848464,-0.9995689562370647,0.24472144058320175,-1.6823529411764706,0.0,-1.0476190476190477,279,612,,-0.4318266101718874,0.1944507755115818,-0.7518796992481205,0.25,-0.48484848484848486,-0.9770750035435187,0.2848494831381669,-1.6888888888888889,0.0,-1.0476190476190477,309,672,
00103.cnf,29,129,,-0.45726890297202805,0.09614114532268901,-0.7333333333333334,-0.09999999999999987,-0.4791666666666665,-1.0299891081141082,0.1855228799092167,-1.6333333333333333,-0.3333333333333335,-1.0476190476190477,187,416,,-0.4724042774202373,0.0817976557160606,-0.6166666666666665,-0.16666666666666652,-0.4791666666666665,-0.9942795181081777,0.12640251043119882,-1.2333333333333334,-0.33333333333333337,-1.0000000000000002,158,387,,-0.4773345692921535,0.13606518686071342,-0.820855614973262,-0.09999999999999987,-0.44444444444444453,-1.0202483718062354,0.2970281147048975,-1.700534759358289,-0.3333333333333335,-1.0222222222222221,316,674,,-0.09398400762718405,0.07737250764476633,-0.39495798319327724,0.19047619047619035,-0.09999999999999998,-0.6748687177828421,0.3516685718401136,-1.5045454545454544,0.19047619047619035,-0.4999999999999999,187,770,,0.09770113739816476,0.06923159245485914,-0.10714285714285698,0.3076923076923077,0.09722222222222238,-0.6413818122113467,0.31508610653975544,-1.3485958485958487,0.5192307692307692,-0.6788289835164836,58,354,1.0932203389830508,-0.45726890297202805,0.09614114532268901,-0.7333333333333334,-0.09999999999999987,-0.4791666666666665,-1.0299891081141082,0.1855228799092167,-1.6333333333333333,-0.3333333333333335,-1.0476190476190477,187,416,,-0.4454712853624229,0.13972819654494315,-0.7333333333333334,0.25,-0.47676282051282026,-1.0113493100925246,0.22813383584777705,-1.6333333333333333,0.0,-1.0476190476190477,202,446,,-0.43469518051976036,0.1672316351775391,-0.7437500000000001,0.25,-0.4791666666666665,-0.9936085914552301,0.2589865317572278,-1.675,0.0,-1.0476190476190477,217,476,,-0.4159711401782297,0.20502706796219386,-0.7611111111111111,0.25,-0.47916666666666663,-0.9666358062052289,0.3017257717313315,-1.6888888888888889,0.0,-1.0476190476190477,247,536,
00109.cnf,26,117,,-0.426163925964987,0.11844715739429497,-0.6969696969696968,0.0,-0.45238095238095233,-0.9872004579564263,0.21781180850666698,-1.646153846153846,-0.1333333333333333,-1.0,169,377,,-0.43687064522911684,0.10077861417926993,-0.6190476190476191,-0.16666666666666652,-0.4358974358974359,-0.9836859765655644,0.15059676963507942,-1.2380952380952381,-0.33333333333333337,-1.0208333333333335,143,351,,-0.46154522191756236,0.1363017767426932,-0.8397435897435896,0.0,-0.4500000000000002,-0.9951654773667866,0.29735621480803154,-1.6794871794871795,-0.1333333333333333,-0.9333333333333333,286,611,,-0.07809024079249687,0.08544653388734287,-0.34074074074074057,0.23809523809523814,-0.08333333333333348,-0.6405862352925227,0.3393156070745606,-1.4848484848484849,0.19047619047619035,-0.4901960784313725,169,679,,0.10973747014358629,0.07086374628822972,-0.125,0.27450980392156876,0.11904761904761912,-0.575729180072652,0.2960118796990614,-1.298701298701299,0.45833333333333326,-0.5789473684210528,52,302,1.1622516556291391,-0.426163925964987,0.11844715739429497,-0.6969696969696968,0.0,-0.45238095238095233,-0.9872004579564263,0.21781180850666698,-1.646153846153846,-0.1333333333333333,-1.0,169,377,,-0.4150703241612332,0.1536384958441604,-0.6875,0.25,-0.45238095238095233,-0.9703955135773317,0.2527048232521916,-1.657142857142857,0.0,-1.0,184,407,,-0.4033738509138967,0.1789275697276642,-0.6875,0.25,-0.45238095238095233,-0.9544113114193206,0.2816529670077588,-1.6931818181818181,0.0,-1.0,199,437,,-0.38900014546953454,0.21330114952075846,-0.7242647058823528,0.25,-0.45238095238095233,-0.9374067039178452,0.3171348048298945,-1.722943722943723,0.0,-1.0,229,497,
00110.cnf,30,133,,-0.4512423053506969,0.09281853975911264,-0.7083333333333333,-0.09523809523809512,-0.46666666666666656,-1.018828283863249,0.1788248030928227,-1.6794871794871795,-0.33333333333333337,-1.0476190476190477,193,429,,-0.4677735785276393,0.08883939963355682,-0.6231884057971013,-0.09523809523809512,-0.4848484848484844,-0.9944395604078489,0.132565805845397,-1.2463768115942029,-0.5333333333333332,-1.0000000000000002,163,399,,-0.47316097712415944,0.1334717820838875,-0.8374999999999999,-0.16666666666666674,-0.44999999999999996,-1.0123275765002384,0.28815434477771723,-1.6794871794871795,-0.5,-1.0,326,695,,-0.10278255369174684,0.0741624387844714,-0.39285714285714324,0.19047619047619047,-0.10803571428571512,-0.6745574480897559,0.35280547396705925,-1.5476190476190477,0.19047619047619035,-0.4901960784313725,193,789,,0.08454545973605575,0.06243952446574073,-0.1381578947368418,0.22115384615384603,0.08566176470588233,-0.681190952112265,0.2806675038268823,-1.3463203463203464,0.30000000000000004,-0.6999999999999997,60,360,1.1083333333333334,-0.4512423053506969,0.09281853975911264,-0.7083333333333333,-0.09523809523809512,-0.46666666666666656,-1.018828283863249,0.1788248030928227,-1.6794871794871795,-0.33333333333333337,-1.0476190476190477,193,429,,-0.4379984116267226,0.13599438667875555,-0.7083333333333333,0.25,-0.46666666666666656,-1.0001064428825008,0.22258118304139415,-1.6794871794871795,0.0,-1.0476190476190477,208,459,,-0.4254463832846138,0.16383857267363613,-0.7083333333333333,0.25,-0.4583333333333335,-0.982549495554016,0.2538146803631482,-1.7222222222222223,0.0,-1.0454545454545454,223,489,,-0.4080374824155382,0.20059975935265503,-0.7321428571428572,0.25,-0.46666666666666656,-0.955700518125022,0.29606036877001973,-1.7333333333333334,0.0,-1.0476190476190477,253,549,
00112.cnf,25,113,,-0.4281184589220303,0.10458997768134622,-0.6904761904761902,-0.08333333333333326,-0.44444444444444453,-0.9916487282558712,0.2003328495956529,-1.6515151515151514,-0.33333333333333337,-1.0,163,364,,-0.4406911275524114,0.09394454484572774,-0.6190476190476188,-0.16666666666666674,-0.45238095238095233,-0.9791723878527626,0.13740389281734913,-1.2380952380952381,-0.5555555555555556,-1.0,138,339,,-0.4615262491745542,0.12786367580736802,-0.80909090909091,-0.16666666666666652,-0.4384469696969696,-0.9969681072223445,0.2839548309722512,-1.6848484848484848,-0.4583333333333335,-0.9696969696969697,276,590,,-0.07342275494178795,0.07892447273080092,-0.3214285714285716,0.23809523809523814,-0.07645502645502622,-0.631359026116396,0.3251456354657203,-1.5247252747252746,0.19047619047619035,-0.49523809523809514,163,656,,0.12659948233452464,0.06456804867127576,-0.05882352941176472,0.3030303030303031,0.13214285714285706,-0.5365964916177697,0.30307238506706646,-1.2166666666666668,0.643939393939394,-0.5571895424836599,50,292,1.1609589041095891,-0.4281184589220303,0.10458997768134622,-0.6904761904761902,-0.08333333333333326,-0.44444444444444453,-0.9916487282558712,0.2003328495956529,-1.6515151515151514,-0.33333333333333337,-1.0,163,364,,-0.4143549295866955,0.14703500900020414,-0.7125000000000001,0.25,-0.44444444444444453,-0.9694008013537803,0.24788630353324886,-1.6666666666666667,0.0,-1.0,178,394,,-0.40594600360485483,0.17433369735494705,-0.7333333333333332,0.25,-0.44444444444444453,-0.9545426953272403,0.272979312039709,-1.6904761904761905,0.0,-1.0,193,424,,-0.38901419942073806,0.20986606827538506,-0.7424242424242418,0.25,-0.44444444444444464,-0.9286974065474308,0.3124220407682678,-1.715686274509804,0.0,-1.0,223,484,
00117.cnf,24,109,,-0.42165118831785503,0.11924868669243453,-0.721590909090909,0.0,-0.4444444444444442,-0.9698413726191504,0.236087535185069,-1.6515151515151514,-0.1333333333333333,-1.0,157,351,,-0.43537280163022196,0.10206132218169764,-0.6212121212121209,-0.09523809523809512,-0.4444444444444442,-0.9736735482575563,0.13981534227045225,-1.2424242424242424,-0.5333333333333332,-1.0,133,327,,-0.45994561780615745,0.12881530315899556,-0.848888888888889,-0.04166666666666674,-0.4411764705882353,-0.9864368068151796,0.2858048161653084,-1.6977777777777778,-0.30000000000000004,-0.9333333333333333,266,569,,-0.07864607930122969,0.07934060071130108,-0.31501831501831434,0.2222222222222222,-0.08333333333333326,-0.6339752252638515,0.33242070232823384,-1.6026785714285714,0.19047619047619035,-0.48484848484848475,157,629,,0.12188189179977332,0.0691704234904843,-0.12637362637362637,0.30208333333333337,0.12500000000000006,-0.5627542650235704,0.3283354559638313,-1.3035714285714288,0.4444444444444443,-0.5850000000000001,48,278,1.1762589928057554,-0.42165118831785503,0.11924868669243453,-0.721590909090909,0.0,-0.4444444444444442,-0.9698413726191504,0.236087535185069,-1.6515151515151514,-0.1333333333333333,-1.0,157,351,,-0.4096080792931186,0.15724988785404673,-0.7291666666666667,0.25,-0.4444444444444444,-0.9502678642442423,0.2708362200691603,-1.6777777777777778,0.0,-1.0,172,381,,-0.3986555608013316,0.1810332635144142,-0.7291666666666667,0.25,-0.4444444444444444,-0.9358799458735054,0.2913101670415693,-1.6904761904761905,0.0,-1.0,187,411,,-0.38400403282381546,0.21564562737194956,-0.766666666666667,0.25,-0.44444444444444464,-0.918182163367626,0.32092449520781774,-1.7285067873303168,0.0,-1.0,217,471,
